,fighter_name,Height_cm,Weight_kg,Reach_cm,Stance,SLpM,Str_Acc%,Strikes_absorbed/m,Str_Def%,TD_Avg,TD_Def%,Sub_Avg,weight_class,TD_Acc
3005,Da-Un Jung,193.04,92,78,Orthodox,5.06,43.0,5.38,55.0,0.0,83.0,0.5,Light Heavyweight,45.69
3006,Alexandre Ferreira,170.18,92,75,Orthodox,2.57,60.0,8.14,42.0,0.0,61.24,0.0,Light Heavyweight,45.69
3007,Gary Padilla,180.34,92,75,Southpaw,2.2,27.0,2.0,76.0,0.0,50.0,0.0,Light Heavyweight,45.69
3008,Hector Ramirez,182.88,92,75,Orthodox,2.27,41.0,4.6,56.0,2.3,66.0,0.5,Light Heavyweight,55.0
3009,Amir Rahnavardi,182.88,92,75,Southpaw,0.67,25.0,0.0,100.0,0.0,50.0,0.0,Light Heavyweight,45.69
3010,Carmelo Marrero,182.88,92,73,Orthodox,0.84,34.0,2.04,54.0,3.21,36.0,0.9,Light Heavyweight,36.0
3011,Aleksa Camur,185.42,92,74,Southpaw,3.94,54.0,2.49,57.0,0.84,20.0,0.0,Light Heavyweight,33.0
3012,Doug Marshall,177.8,92,75,Southpaw,6.99,46.0,4.02,60.0,0.0,66.0,2.4,Light Heavyweight,45.69
3013,Jimi Manuwa,185.42,92,79,Orthodox,3.43,54.0,3.97,49.0,0.53,70.0,0.4,Light Heavyweight,18.0
3014,Eliot Marshall,187.96,92,77,Orthodox,1.93,27.0,2.39,67.0,0.47,79.0,0.9,Light Heavyweight,33.0
3015,Antonio Trocoli,195.57999999999998,92,82,Orthodox,1.27,71.0,4.56,25.0,3.8,100.0,3.8,Light Heavyweight,100.0
3016,Elvis Sinosic,190.5,92,77,Orthodox,1.13,37.0,4.6,53.0,0.0,61.24,1.2,Light Heavyweight,45.69
3017,Chael Sonnen,185.42,92,73,Southpaw,3.08,43.0,1.1,62.0,3.81,66.0,0.4,Light Heavyweight,59.0
3018,Emiliano Sordi,187.96,92,75,Orthodox,4.79,50.0,4.79,48.0,0.0,100.0,8.3,Light Heavyweight,45.69
3019,Katsuhisa Fujii,182.88,92,75,Orthodox,4.0,50.0,4.43,64.0,2.14,50.0,2.1,Light Heavyweight,25.0
3020,Leo Sylvest,180.34,92,75,Orthodox,0.0,44.95,6.58,27.0,0.0,61.24,0.0,Light Heavyweight,45.69
3021,Alexander Otsuka,185.42,92,75,Orthodox,0.9,55.0,1.16,51.0,1.51,53.0,0.8,Light Heavyweight,43.0
3022,Tito Ortiz,190.5,92,74,Orthodox,2.59,46.0,2.88,60.0,2.47,54.0,0.6,Light Heavyweight,35.0
3023,Aleksandar Rakic,193.04,92,78,Southpaw,4.23,52.0,2.23,52.0,0.75,90.0,0.2,Light Heavyweight,25.0
3024,Roy Jones,184.79,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3025,Krzysztof Soszynski,185.42,92,77,Open Stance,3.37,39.0,3.13,58.0,0.52,71.0,1.0,Light Heavyweight,25.0
3026,Bobby Southworth,187.96,92,75,Orthodox,0.99,39.0,1.38,65.0,3.98,64.0,1.3,Light Heavyweight,78.0
3027,Cody Sons,175.26,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3028,Anthony Smith,193.04,92,76,Orthodox,2.94,46.0,4.38,42.0,0.49,51.0,0.7,Light Heavyweight,28.0
3029,Phil Davis,187.96,92,79,Southpaw,2.85,34.0,1.33,72.0,2.99,72.0,0.6,Light Heavyweight,38.0
3030,Adam Milstead,190.5,92,76,Orthodox,3.85,46.0,4.79,43.0,0.0,64.0,0.0,Light Heavyweight,45.69
3031,Rodney Wallace,175.26,92,72,Switch,1.13,46.0,3.44,45.0,6.0,28.0,1.0,Light Heavyweight,54.0
3032,Jeremy  Freitag,185.42,92,75,Orthodox,0.0,44.95,8.37,19.0,0.0,33.0,1.9,Light Heavyweight,45.69
3033,Rafael Freitas,184.79,92,75,Orthodox,2.0,29.0,8.0,51.0,11.25,61.24,0.0,Light Heavyweight,50.0
3034,Sam Hoger,187.96,92,75,Orthodox,1.07,25.0,2.25,57.0,1.12,29.0,1.3,Light Heavyweight,38.0
3035,Jamahal Hill,193.04,92,79,Southpaw,7.9,52.0,3.15,49.0,0.0,53.0,0.0,Light Heavyweight,45.69
3036,Dave Martin,182.88,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3037,Makoto Takimoto,170.18,92,75,Southpaw,1.37,39.0,1.71,55.0,1.48,25.0,1.1,Light Heavyweight,50.0
3038,Hiroshi Izumi,184.79,92,75,Orthodox,1.95,37.0,2.65,66.0,3.35,100.0,0.5,Light Heavyweight,70.0
3039,Jon Jones,193.04,92,84,Southpaw,4.3,57.0,2.22,64.0,1.85,95.0,0.4,Light Heavyweight,44.0
3040,Alexander Poppeck,187.96,92,75,Orthodox,4.01,57.0,9.81,33.0,0.0,61.24,0.0,Light Heavyweight,45.69
3041,Nick Penner,193.04,92,75,Southpaw,1.25,30.0,4.6,38.0,0.0,40.0,0.0,Light Heavyweight,45.69
3042,Bryan Pardoe,185.42,92,75,Orthodox,1.11,36.0,4.59,45.0,4.75,33.0,0.0,Light Heavyweight,40.0
3043,Glover Teixeira,187.96,92,76,Orthodox,3.75,47.0,3.84,54.0,2.04,60.0,1.0,Light Heavyweight,40.0
3044,Jeff Terry,187.96,92,75,Orthodox,1.09,50.0,9.27,19.0,0.0,100.0,0.0,Light Heavyweight,45.69
3045,Wanderlei Silva,180.34,92,74,Southpaw,2.79,40.0,2.19,60.0,0.97,62.0,0.6,Light Heavyweight,53.0
3046,Tom Blackledge,184.79,92,75,Southpaw,2.91,61.0,2.55,46.0,0.0,75.0,0.0,Light Heavyweight,45.69
3047,Abongo Humphrey,180.34,92,75,Orthodox,1.45,40.0,3.83,46.0,1.41,33.0,3.8,Light Heavyweight,37.0
3048,Tyson Pedro,190.5,92,79,Southpaw,2.7,62.0,2.55,48.0,0.74,52.0,1.5,Light Heavyweight,25.0
3049,Michael Patt,182.88,92,75,Orthodox,1.65,28.0,5.53,55.0,0.0,61.24,0.0,Light Heavyweight,45.69
3050,Derrick Mehmen,193.04,92,75,Orthodox,1.93,14.0,4.53,48.0,1.0,61.24,0.0,Light Heavyweight,16.0
3051,Alonzo Menifield,182.88,92,76,Orthodox,3.34,47.0,3.72,45.0,0.0,85.0,0.0,Light Heavyweight,45.69
3052,Miika Mehmet,184.79,92,75,Orthodox,0.33,12.0,7.29,24.0,0.0,61.24,0.0,Light Heavyweight,45.69
3053,Anton Berzin,187.96,92,75,Orthodox,4.4,46.0,6.8,67.0,2.0,61.24,1.0,Light Heavyweight,28.0
3054,Ray Sloan,185.42,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3055,Francis Carmont,190.5,92,78,Southpaw,2.22,42.0,1.64,59.0,1.79,73.0,0.6,Light Heavyweight,36.0
3056,Igor Pokrajac,182.88,92,74,Orthodox,2.25,45.0,4.26,40.0,0.87,51.0,0.2,Light Heavyweight,29.0
3057,Wagner Prado,182.88,92,74,Southpaw,1.72,40.0,3.06,50.0,0.0,22.0,0.0,Light Heavyweight,45.69
3058,Philip Preece,172.72,92,75,Southpaw,0.8,72.0,0.7,63.0,0.0,61.24,0.0,Light Heavyweight,45.69
3059,Justin McElfresh,198.12,92,75,Orthodox,4.59,26.0,12.79,41.0,0.0,61.24,0.0,Light Heavyweight,45.69
3060,Shane Primm,190.5,92,75,Orthodox,0.83,26.0,2.25,62.0,1.78,61.24,0.0,Light Heavyweight,20.0
3061,Darko Stosic,182.88,92,76,Orthodox,2.61,45.0,4.04,58.0,3.42,83.0,0.0,Light Heavyweight,50.0
3062,Liam McGeary,198.12,92,75,Orthodox,1.28,48.0,1.92,50.0,0.51,61.24,2.5,Light Heavyweight,100.0
3063,Daniel Spohn,193.04,92,79,Southpaw,2.42,49.0,1.6,53.0,0.0,28.0,2.5,Light Heavyweight,45.69
3064,Renato Sobral,185.42,92,75,Southpaw,2.23,45.0,1.53,57.0,2.48,65.0,2.6,Light Heavyweight,42.0
3065,Brian Stann,185.42,92,74,Southpaw,3.28,42.0,2.65,59.0,0.12,60.0,0.3,Light Heavyweight,12.0
3066,Josh Stansbury,187.96,92,74,Orthodox,3.22,54.0,3.54,54.0,0.0,87.0,1.0,Light Heavyweight,45.69
3067,Isi Fitikefu,177.8,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3068,Justin Davis,180.34,92,75,Orthodox,0.0,44.95,0.0,48.96,0.0,61.24,0.0,Light Heavyweight,45.69
3069,Antonio Mendes,190.5,92,77,Southpaw,1.34,47.0,6.85,22.0,2.51,100.0,0.0,Light Heavyweight,50.0
3070,Jamelle Jones,182.88,92,75,Orthodox,1.78,80.0,3.11,65.0,0.0,61.24,0.0,Light Heavyweight,45.69
3071,Wallid Ismail,170.18,92,75,Southpaw,0.92,31.0,0.83,44.0,1.85,61.24,0.5,Light Heavyweight,28.0
3072,Rick Roufus,182.88,93,76,Southpaw,0.53,33.0,1.06,33.0,0.0,50.0,0.0,Heavyweight,52.88
3073,Jason Suttie,182.88,95,76,Orthodox,2.07,83.0,4.97,36.0,0.0,60.94,0.0,Heavyweight,52.88
3074,Marco Ruas,185.42,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3075,Thaddeus Luster,190.5,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3076,Sergey Ignatov,175.26,95,76,Orthodox,0.35,50.0,3.25,42.0,0.0,60.94,0.0,Heavyweight,52.88
3077,Ralek Gracie,187.96,95,76,Southpaw,1.61,46.0,1.05,55.0,2.5,60.94,1.7,Heavyweight,75.0
3078,Joe Pardo,185.42,95,76,Southpaw,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3079,Enson Inoue,177.8,95,76,Orthodox,1.7,63.0,1.88,30.0,0.0,33.0,0.0,Heavyweight,52.88
3080,Johnny Rhodes,182.88,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3081,Greg Nagy,185.42,95,76,Orthodox,0.41,50.0,2.69,37.0,0.0,60.94,1.2,Heavyweight,52.88
3082,Oleg Taktarov,182.88,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3083,Scott Baker,182.88,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3084,Scott Morris,177.8,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3085,Houston Dorr,185.42,95,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3086,Dwayne Cason,177.8,96,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3087,Jason Guida,177.8,97,76,Orthodox,1.87,40.0,3.33,52.0,1.0,50.0,1.0,Heavyweight,14.0
3088,Branko Cikatic,185.42,97,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3089,Jim Mullen,185.42,97,76,Southpaw,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3090,Mike Bencic,182.88,97,76,Orthodox,0.0,45.59,3.32,53.0,0.0,60.94,0.0,Heavyweight,52.88
3091,Marcus Bossett,185.42,97,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3092,Andrew Martinez,175.26,97,76,Southpaw,3.4,31.0,2.3,47.0,1.5,60.94,0.0,Heavyweight,50.0
3093,Herschel Walker,185.42,97,76,Southpaw,3.42,67.0,0.45,46.0,1.94,100.0,0.0,Heavyweight,100.0
3094,Steve Jennum,177.8,97,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3095,Rodney Faverus,182.88,97,76,Southpaw,2.3,53.0,1.6,54.0,4.5,25.0,0.0,Heavyweight,100.0
3096,Stefan Leko,187.96,97,76,Orthodox,2.4,43.0,6.17,68.0,0.0,60.94,0.0,Heavyweight,52.88
3097,Herman Renting,182.88,97,76,Switch,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3098,Sione Latu,182.88,97,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3099,Achmed Labasanov,190.5,97,76,Orthodox,0.75,39.0,1.1,46.0,3.0,60.94,0.8,Heavyweight,100.0
3100,Eun Soo Lee,185.42,97,76,Orthodox,0.0,45.59,3.05,60.0,0.0,50.0,0.0,Heavyweight,52.88
3101,Scott Carson,187.96,97,76,Orthodox,0.62,66.0,6.22,23.0,0.0,60.94,0.0,Heavyweight,52.88
3102,Denis Sobolev,190.5,97,76,Orthodox,0.0,45.59,5.45,33.0,0.0,60.94,0.0,Heavyweight,52.88
3103,Gerard Gordeau,195.57999999999998,97,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3104,Dan Molina,177.8,97,76,Orthodox,0.0,45.59,5.58,60.0,0.0,60.94,20.9,Heavyweight,52.88
3105,Dmitri Stepanov,190.5,98,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3106,Don Frye,185.42,99,76,Orthodox,2.87,64.0,3.57,37.0,0.91,45.0,0.7,Heavyweight,57.0
3107,Rubens Xavier,190.5,99,76,Orthodox,0.77,42.0,1.82,21.0,2.1,25.0,1.1,Heavyweight,40.0
3108,Yoshihisa Yamamoto,187.96,99,76,Southpaw,1.65,38.0,3.05,53.0,1.0,50.0,0.6,Heavyweight,20.0
3109,Matt Foki,170.18,99,76,Orthodox,0.0,45.59,3.37,56.0,0.0,60.94,0.0,Heavyweight,52.88
3110,Kazunari Murakami,185.42,99,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3111,Edson Drago,193.04,99,76,Orthodox,1.16,40.0,2.39,36.0,0.0,55.0,0.0,Heavyweight,52.88
3112,Kengo Watanabe,193.04,99,76,Orthodox,0.6,40.0,3.4,35.0,1.0,37.0,0.0,Heavyweight,100.0
3113,Michael Knaap,187.96,99,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3114,James Toney,175.26,99,76,Orthodox,0.0,45.59,2.41,27.0,0.0,60.94,0.0,Heavyweight,52.88
3115,Darrill Schoonover,187.96,99,76,Orthodox,1.2,33.0,4.35,38.0,0.0,50.0,1.1,Heavyweight,52.88
3116,Maxim Grishin,190.5,99,78,Southpaw,2.95,44.0,2.33,56.0,0.38,66.0,0.0,Heavyweight,33.0
3117,Willie Peeters,175.26,99,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3118,Tsuyoshi Tamakairiki,182.88,99,76,Orthodox,0.0,45.59,26.67,50.0,0.0,60.94,0.0,Heavyweight,52.88
3119,Nobuhiko Takada,182.88,99,76,Southpaw,0.31,24.0,1.92,39.0,1.15,60.94,0.0,Heavyweight,20.0
3120,Kristof Midoux,185.42,99,76,Orthodox,0.7,43.0,2.89,49.0,0.0,60.94,0.0,Heavyweight,52.88
3121,Han Ten Yun,180.34,99,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3122,Nick Maximov,182.88,99,76,Southpaw,2.47,58.0,0.33,58.0,2.0,60.94,0.0,Heavyweight,40.0
3123,Mal Foki,170.18,99,76,Orthodox,2.86,14.0,14.29,54.0,0.0,60.94,0.0,Heavyweight,52.88
3124,Brad Kohler,175.26,99,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3125,Milco Voorn,187.09,99,76,Orthodox,0.0,45.59,0.0,100.0,0.0,60.94,0.0,Heavyweight,52.88
3126,Marcos Conrado Jr.,187.96,99,76,Orthodox,1.6,34.0,9.69,35.0,1.84,60.94,0.0,Heavyweight,14.0
3127,Vinicius Queiroz,200.66,99,76,Orthodox,3.67,51.0,4.1,41.0,5.07,100.0,0.7,Heavyweight,70.0
3128,Greg Stott,170.18,99,76,Southpaw,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3129,Masaaki Satake,185.42,99,76,Orthodox,1.4,35.0,3.76,41.0,0.0,58.0,0.0,Heavyweight,52.88
3130,Yusuke Imamura,172.72,99,76,Orthodox,0.18,50.0,1.83,52.0,2.75,60.94,0.0,Heavyweight,50.0
3131,Yoshihiro Nakao,182.88,99,76,Southpaw,1.73,35.0,2.06,64.0,2.69,60.94,0.5,Heavyweight,46.0
3132,Maurice Smith,187.96,100,76,Orthodox,0.41,46.0,0.47,60.0,0.89,20.0,0.9,Heavyweight,50.0
3133,Mychal Clark,190.5,101,76,Southpaw,5.8,56.0,2.9,59.0,0.0,60.94,0.0,Heavyweight,52.88
3134,Tsuyoshi Kohsaka,180.34,102,76,Orthodox,1.88,38.0,4.41,54.0,1.32,33.0,0.4,Heavyweight,20.0
3135,Ike Villanueva,185.42,102,73,Orthodox,3.62,40.0,6.93,37.0,0.0,60.94,0.0,Heavyweight,52.88
3136,Brett Albee,187.09,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3137,Rony Sefo,175.26,102,76,Orthodox,0.0,45.59,0.43,47.71,0.0,60.94,0.0,Heavyweight,52.88
3138,Daniel Gracie,187.96,102,76,Southpaw,1.9,38.0,1.33,59.0,0.36,80.0,2.1,Heavyweight,100.0
3139,Scott Adams,182.88,102,76,Southpaw,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3140,Gilbert Yvel,187.96,102,77,Orthodox,1.05,47.0,1.78,50.0,0.0,25.0,1.0,Heavyweight,52.88
3141,Sam Adkins,190.5,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3142,Carlton Jones,185.42,102,76,Orthodox,2.32,41.0,3.58,56.0,4.02,57.0,2.7,Heavyweight,50.0
3143,Angel De Anda,175.26,102,76,Orthodox,5.68,46.0,6.32,47.0,0.0,60.94,0.0,Heavyweight,52.88
3144,Rafael  Del Real,180.34,102,76,Southpaw,5.58,40.0,0.0,47.71,20.93,100.0,0.0,Heavyweight,100.0
3145,Jesse Fujarczyk,193.04,102,76,Southpaw,1.03,33.0,4.91,38.0,0.0,25.0,0.0,Heavyweight,52.88
3146,Tim Lajcik,185.42,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3147,Hidehiko Yoshida,180.34,102,76,Orthodox,1.05,36.0,1.89,62.0,1.09,71.0,2.2,Heavyweight,33.0
3148,Francisco Bueno,175.26,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3149,Takashi Sugiura,180.34,102,76,Southpaw,1.37,40.0,2.08,53.0,1.33,60.94,0.0,Heavyweight,66.0
3150,Asbel Cancio,177.8,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3151,Yuji Nagata,182.88,102,76,Orthodox,1.45,40.0,14.46,4.0,0.0,60.94,0.0,Heavyweight,52.88
3152,Dos Caras Jr.,193.04,102,76,Orthodox,0.77,23.0,1.2,59.0,0.0,72.0,0.0,Heavyweight,52.88
3153,Kyle Sturgeon,190.5,102,76,Switch,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3154,Patrick Smith,187.96,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3155,Tony Sylvester,185.42,102,76,Southpaw,0.0,45.59,10.12,12.0,0.0,60.94,0.0,Heavyweight,52.88
3156,Justin McCully,185.42,102,73,Orthodox,1.58,37.0,2.02,46.0,1.28,43.0,0.0,Heavyweight,44.0
3157,Melton Bowen,182.88,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3158,Jason Freeman,187.96,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3159,Ian Freeman,180.34,102,76,Orthodox,2.54,48.0,3.11,44.0,1.44,80.0,0.7,Heavyweight,40.0
3160,Alex Hunter,175.26,102,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3161,Roberto Traven,190.5,102,76,Orthodox,0.92,50.0,2.77,57.0,0.0,60.94,0.0,Heavyweight,52.88
3162,Tom Murphy,187.96,102,76,Southpaw,2.5,71.0,0.17,84.0,7.51,60.94,2.5,Heavyweight,85.0
3163,Dan Charles,187.96,103,76,Orthodox,2.82,45.0,3.51,44.0,0.0,31.0,0.0,Heavyweight,52.88
3164,Mario Neto,182.88,103,76,Orthodox,1.89,50.0,1.89,70.0,2.84,60.94,0.0,Heavyweight,100.0
3165,Tai Bowden,180.34,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3166,Michal Martinek,187.96,104,76,Southpaw,2.45,53.0,4.29,51.0,0.0,60.94,0.0,Heavyweight,52.88
3167,Steve Judson,180.34,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3168,Brandon Vera,190.5,104,78,Southpaw,3.03,56.0,2.81,52.0,0.7,59.0,0.2,Heavyweight,53.0
3169,Nate Schroeder,185.42,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3170,Mirko Filipovic,187.96,104,73,Southpaw,2.11,50.0,1.89,63.0,0.19,78.0,0.3,Heavyweight,40.0
3171,Pawel Nastula,182.88,104,76,Southpaw,1.3,43.0,1.73,50.0,3.0,60.94,1.5,Heavyweight,60.0
3172,Fedor Emelianenko,182.88,104,74,Southpaw,3.18,51.0,1.0,63.0,2.0,82.0,1.9,Heavyweight,63.0
3173,Matt Andersen,187.96,104,76,Southpaw,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3174,Mike Hayes,193.04,104,76,Southpaw,4.87,55.0,1.47,77.0,0.0,75.0,4.0,Heavyweight,52.88
3175,Konstantin Erokhin,180.34,104,76,Orthodox,1.07,36.0,1.83,47.0,0.0,70.0,0.0,Heavyweight,52.88
3176,Jason Godsey,187.96,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3177,Mu Bae Choi,187.96,104,76,Orthodox,1.55,49.0,3.65,44.0,3.12,60.0,1.0,Heavyweight,75.0
3178,Chad Johnson,187.96,104,80,Orthodox,5.92,68.0,7.8,40.0,0.0,60.94,0.0,Heavyweight,52.88
3179,James McSweeney,193.04,104,77,Switch,3.94,55.0,4.33,42.0,0.52,100.0,1.1,Heavyweight,33.0
3180,Eddie Sanchez,187.96,104,74,Southpaw,3.45,43.0,3.3,43.0,1.13,42.0,0.0,Heavyweight,26.0
3181,Jason Fairn,185.42,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3182,Kiril Sidelnikov,180.34,104,76,Orthodox,2.87,28.0,4.48,61.0,0.0,60.94,0.0,Heavyweight,52.88
3183,Moti Horenstein,193.04,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3184,Nandor Guelmino,190.5,104,76,Southpaw,3.62,56.0,3.16,33.0,0.0,42.0,0.0,Heavyweight,52.88
3185,Valentijn Overeem,190.5,104,76,Orthodox,0.93,34.0,1.49,58.0,1.86,60.94,4.7,Heavyweight,50.0
3186,Brian Johnston,190.5,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3187,Carlos Barreto,193.04,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3188,Gian Villante,190.5,104,76,Orthodox,4.39,43.0,5.48,55.0,0.46,83.0,0.0,Heavyweight,23.0
3189,Jake Collier,190.5,104,78,Southpaw,4.92,41.0,4.09,53.0,0.57,67.0,0.4,Heavyweight,23.0
3190,Bazigit Atajev,185.42,104,76,Orthodox,0.87,41.0,3.14,49.0,1.0,60.94,0.0,Heavyweight,33.0
3191,Cal Worsham,180.34,104,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3192,Roman Zentsov,185.42,104,76,Southpaw,1.18,36.0,0.53,70.0,1.6,33.0,3.2,Heavyweight,100.0
3193,Jason Glaza,182.88,104,76,Southpaw,4.34,54.0,0.43,40.0,4.34,60.94,4.3,Heavyweight,100.0
3194,Oscar Cota,182.88,104,72,Orthodox,0.33,41.0,2.47,41.0,0.0,60.0,1.0,Heavyweight,52.88
3195,Fabricio Werdum,193.04,104,77,Southpaw,3.59,52.0,2.64,55.0,1.75,31.0,1.2,Heavyweight,31.0
3196,Marcio Cruz,193.04,105,76,Southpaw,2.92,46.0,1.51,68.0,0.53,37.0,1.6,Heavyweight,7.0
3197,Tra Telligman,187.96,105,76,Orthodox,1.83,35.0,3.02,56.0,0.87,80.0,0.0,Heavyweight,100.0
3198,Christian Wellisch,187.96,106,77,Southpaw,3.12,27.0,3.04,56.0,1.22,45.0,1.2,Heavyweight,42.0
3199,Pete Williams,190.5,106,76,Orthodox,0.61,62.0,2.77,40.0,1.84,16.0,0.9,Heavyweight,40.0
3200,Sean Alvarez,182.88,106,76,Orthodox,0.89,37.0,3.25,47.0,0.0,60.94,0.0,Heavyweight,52.88
3201,Daniel Puder,190.5,106,76,Southpaw,2.77,68.0,1.17,38.0,1.21,81.0,9.0,Heavyweight,50.0
3202,Kevin Ferguson,187.96,106,77,Orthodox,2.3,50.0,3.41,38.0,3.1,36.0,1.2,Heavyweight,72.0
3203,Daniel Cormier,180.34,106,72,Southpaw,4.25,52.0,2.92,54.0,1.83,80.0,0.4,Heavyweight,44.0
3204,John Campetella,175.26,106,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3205,Sherman Pendergarst,185.42,106,76,Orthodox,1.23,36.0,3.08,16.0,4.62,60.94,0.0,Heavyweight,100.0
3206,Dion Staring,185.42,106,76,Orthodox,1.09,37.0,5.0,47.0,0.0,33.0,0.0,Heavyweight,52.88
3207,Mike Ciesnolevicz,182.88,106,76,Orthodox,0.51,50.0,4.62,57.0,0.0,20.0,5.1,Heavyweight,52.88
3208,Iouri Kotchkine,187.96,106,76,Orthodox,0.67,38.0,4.92,15.0,0.0,25.0,0.0,Heavyweight,52.88
3209,Bo Cantrell,187.96,106,76,Orthodox,3.16,16.0,12.63,47.71,0.0,60.94,0.0,Heavyweight,52.88
3210,Pat Barry,180.34,106,74,Orthodox,2.72,52.0,3.54,59.0,0.0,76.0,0.2,Heavyweight,52.88
3211,Scott Fiedler,193.04,106,76,Orthodox,0.0,45.59,0.0,47.71,0.0,60.94,0.0,Heavyweight,52.88
3212,Keigo Kunihara,182.88,106,76,Orthodox,0.17,10.0,1.99,57.0,4.97,100.0,2.5,Heavyweight,40.0
3213,Josh Shockman,193.04,106,76,Southpaw,0.87,32.0,0.87,58.0,0.0,23.0,0.0,Heavyweight,52.88
3214,Justin Eilers,185.42,106,76,Orthodox,2.86,43.0,5.66,49.0,0.82,50.0,0.0,Heavyweight,25.0
3215,Kimo Leopoldo,190.5,106,76,Orthodox,0.76,83.0,2.12,30.0,4.55,60.94,2.3,Heavyweight,100.0
3216,Icho Larenas,190.5,106,76,Orthodox,0.17,15.0,2.5,28.0,0.0,14.0,0.0,Heavyweight,52.88
